"year","brood_stock_number_new","date","loc_1_31","sex","poh_length_cm","tag_number","operc_punch","ad_clip_y_n_u","e_label_number","comments_tagging_new","GR_age","total_age","egg_volume_ml","reach","comments_brood","total_n_green_eggs_taken_at_collection_sum","mean_n_live_eggs_per_gram_mean","jday","g_per_egg"
2021,36,2021-09-16,"9","F",80,NA,NA,NA,NA,"256-036","52",5,1900,"Upper",NA,7861,3.36,259,0.297619047619048
2021,37,2021-09-16,"9","F",74,NA,NA,NA,NA,"256-037","52",5,1000,"Upper",NA,4668,3.48,259,0.28735632183908
2021,38,2021-09-16,"6","F",80,NA,NA,NA,NA,"256-038","52",5,2500,"Upper",NA,7345,2.605,259,0.383877159309021
2021,39,2021-09-17,"23","F",68,NA,NA,NA,NA,"256-039","3M",NA,500,"Lower",NA,2453,3.1,260,0.32258064516129
2021,40,2021-09-18,"3","F",74,NA,NA,NA,NA,"256-040","52",5,2100,"Upper",NA,8910,3.71,261,0.269541778975741
2021,41,2021-09-18,"3","F",76,NA,NA,NA,NA,"256-041","52",5,700,"Upper",NA,3240,3.26,261,0.306748466257669
2021,42,2021-09-18,"3","F",73,NA,NA,NA,NA,"256-042","52",5,1500,"Upper",NA,6352,3.47,261,0.288184438040346
2022,1,2022-09-03,"6","F",74,NA,NA,NA,NA,NA,"52",5,2100,"Upper",NA,7236.7,2.9,246,0.344827586206897
2022,2,2022-09-05,"3","F",71,NA,NA,NA,NA,NA,"3M",NA,1900,"Upper",NA,7355,3.75,248,0.266666666666667
2022,3,2022-09-05,"3","F",71,NA,NA,NA,NA,NA,NA,NA,1900,"Upper",NA,5753.1,2.77,248,0.36101083032491
2022,4,2022-09-06,"6","F",82,NA,NA,NA,NA,NA,"52",5,3000,"Upper",NA,8496.4,2.535,249,0.394477317554241
2022,5,2022-09-06,"9","F",80,NA,NA,NA,NA,NA,"52",5,2600,"Upper",NA,9209.06,3.115,249,0.321027287319422
2022,6,2022-09-06,"3","F",76,NA,NA,NA,NA,NA,"52",5,700,"Upper",NA,2486.2,2.98,249,0.335570469798658
2022,7,2022-09-06,"3","F",82,NA,NA,NA,NA,NA,"62",6,3000,"Upper",NA,9440.8,2.765,249,0.361663652802893
2022,8,2022-09-07,"3","F",78,NA,NA,NA,NA,NA,"52",5,2700,"Upper",NA,8833.8,2.805,250,0.35650623885918
2022,9,2022-09-07,"9","F",92,NA,NA,NA,NA,NA,"62",6,3700,"Upper",NA,9727.3,2.2675,250,0.441014332965821
2022,10,2022-09-07,"3","F",77,NA,NA,NA,NA,NA,"52",5,1500,"Upper",NA,4754.4,2.585,250,0.386847195357834
2022,11,2022-09-07,"3","F",81,NA,NA,NA,NA,NA,"52",5,2500,"Upper",NA,7297.8,2.55,250,0.392156862745098
2022,12,2022-09-07,"3","F",79,NA,NA,NA,NA,NA,"3M",NA,2300,"Upper",NA,7825.1,3.045,250,0.328407224958949
2022,13,2022-09-08,"3","F",83,NA,NA,NA,NA,NA,"52",5,3100,"Upper",NA,10829.2,2.89,251,0.346020761245675
2022,14,2022-09-08,"3","F",76,NA,NA,NA,NA,NA,"52",5,2300,"Upper",NA,7832.4,3.015,251,0.33167495854063
2022,15,2022-09-09,"3","F",81,NA,NA,NA,NA,NA,"52",5,2200,"Upper","Bloody OV fluid. Some marbles. Didn't drop eggs right away but was ripe.",7918.7,3,252,0.333333333333333
2022,16,2022-09-12,"3","F",77,NA,NA,NA,NA,NA,"52",5,1800,"Upper",NA,6295.3,2.84,255,0.352112676056338
2022,17,2022-09-12,"3","F",83,NA,NA,NA,NA,NA,"1F",NA,2300,"Upper",NA,6480.7,2.4725,255,0.404448938321537
2022,18,2022-09-12,"6","F",83,NA,NA,NA,NA,NA,"4M",NA,2500,"Upper",NA,6392.4,2.19,255,0.45662100456621
2022,19,2022-09-12,"6","F",78,NA,NA,NA,NA,NA,"52",5,2100,"Upper",NA,6291.8,2.88,255,0.347222222222222
2022,20,2022-09-12,"6","F",76,NA,NA,NA,NA,NA,"3M",NA,1100,"Upper",NA,4498.8,3.5,255,0.285714285714286
2022,21,2022-09-12,"6","F",73,NA,NA,NA,NA,NA,"3M",NA,1200,"Upper",NA,3658.9,2.645,255,0.378071833648393
2022,22,2022-09-12,"6","F",77,NA,NA,NA,NA,NA,NA,NA,1900,"Upper",NA,5743.9,2.715,255,0.368324125230203
2022,23,2022-09-12,"6","F",80,NA,NA,NA,NA,NA,"62",6,2500,"Upper",NA,7466.5,2.53,255,0.395256916996047
2022,24,2022-09-14,"3","F",74,NA,NA,NA,NA,NA,"3M",NA,2100,"Upper",NA,6510,2.8,257,0.357142857142857
2022,25,2022-09-14,"3","F",69,NA,NA,NA,NA,NA,"51",5,1800,"Upper",NA,5874.7,3.285,257,0.30441400304414
2022,26,2022-09-14,"3","F",80,NA,NA,NA,NA,NA,"3M",NA,2200,"Upper",NA,6274.8,2.54,257,0.393700787401575
2022,27,2022-09-14,"6","F",84,NA,NA,NA,NA,NA,"52",5,2700,"Upper",NA,9213,2.9325,257,0.341005967604433
2022,28,2022-09-15,"3","F",87,NA,NA,NA,NA,NA,"62",6,3500,"Upper",NA,10166.9,2.6175,258,0.382043935052531
2023,1,2023-09-02,"6","F",77,NA,NA,NA,NA,NA,"62",6,2700,"Upper",NA,7451.8,2.24,245,0.446428571428571
2023,2,2023-09-02,"6","F",76,NA,NA,NA,NA,NA,"52",5,2000,"Upper",NA,5683.2,2.49,245,0.401606425702811
2023,3,2023-09-02,"6","F",75,NA,NA,NA,NA,NA,"52",5,2200,"Upper",NA,7565.2,3.1,245,0.32258064516129
2023,4,2023-09-04,"6","F",74,NA,NA,NA,NA,NA,"52",5,1400,"Upper",NA,4111.6,2.52,247,0.396825396825397
2023,5,2023-09-04,"6","F",75,NA,NA,NA,NA,NA,"51",5,2100,"Upper",NA,4820,2.07,247,0.483091787439614
2023,6,2023-09-04,"6","F",88,NA,NA,NA,NA,NA,"62",6,3200,"Upper",NA,9206.2,2.38,247,0.420168067226891
2023,7,2023-09-04,"6","F",79,NA,NA,NA,NA,NA,"51",5,2100,"Upper",NA,7295.2,2.85,247,0.350877192982456
2023,8,2023-09-04,"6","F",80,NA,NA,NA,NA,NA,"52",5,2300,"Upper",NA,7278.5,2.78,247,0.359712230215827
2023,9,2023-09-05,"30","F",73,NA,NA,NA,NA,NA,"52",5,1800,"Upper",NA,6643.2,3,248,0.333333333333333
2023,10,2023-09-06,"3","F",73,NA,NA,NA,NA,NA,"52",5,1500,"Upper",NA,5044.2,2.6,249,0.384615384615385
2023,11,2023-09-06,"3","F",78,NA,NA,NA,NA,NA,NA,NA,2500,"Upper",NA,9795.29,3.28,249,0.304878048780488
2023,12,2023-09-06,"6","F",74,NA,NA,NA,NA,NA,"52",5,1500,"Upper",NA,5447.4,3.5,249,0.285714285714286
2023,13,2023-09-06,"6","F",75,NA,NA,NA,NA,NA,"52",5,2000,"Upper",NA,5753.64,2.6,249,0.384615384615385
2023,14,2023-09-06,"6","F",74,NA,NA,NA,NA,NA,"3M",NA,1500,"Upper",NA,5593.8,2.9,249,0.344827586206897
2023,15,2023-09-06,"6","F",74,NA,NA,NA,NA,NA,"52",5,1800,"Upper",NA,5801.9,2.9,249,0.344827586206897
2023,16,2023-09-06,"6","F",78,NA,NA,NA,NA,NA,"52",5,1400,"Upper",NA,4234,2.6,249,0.384615384615385
2023,17,2023-09-06,"6","F",75,NA,NA,NA,NA,NA,"52",5,1500,"Upper",NA,4155.9,2.7,249,0.37037037037037
2023,18,2023-09-06,"6","F",80,NA,NA,NA,NA,NA,"51",5,2300,"Upper",NA,7112.5,2.8,249,0.357142857142857
2023,19,2023-09-06,"6","F",89,NA,NA,NA,NA,NA,"62",6,2900,"Upper",NA,7121.56,2,249,0.5
2023,20,2023-09-07,"5","F",73,NA,NA,NA,NA,NA,"3M",NA,2000,"Upper",NA,5950.52,2.7,250,0.37037037037037
2023,21,2023-09-07,"6","F",71,NA,NA,NA,NA,NA,"52",5,1500,"Upper","BKD",NA,NA,250,NA
2023,22,2023-09-08,"3","F",83,NA,NA,NA,NA,NA,"51",5,2200,"Upper",NA,3574.6,2.8,251,0.357142857142857
2023,23,2023-09-08,"3","F",68,NA,NA,NA,NA,NA,NA,NA,1100,"Upper",NA,5032.9,3.3,251,0.303030303030303
2023,24,2023-09-08,"3","F",75,NA,NA,NA,NA,NA,"52",5,1800,"Upper",NA,6425.4,2.9,251,0.344827586206897
2023,25,2023-09-08,"3","F",76,NA,NA,NA,NA,NA,"52",5,2400,"Upper",NA,3732.9,2.5,251,0.4
2023,26,2023-09-08,"30","F",72,NA,NA,NA,NA,NA,"52",5,1500,"Lower",NA,6183.11,3.4,251,0.294117647058824
2023,27,2023-09-08,"30","F",71,NA,NA,NA,NA,NA,"3M",NA,2000,"Lower",NA,7255.3,3,251,0.333333333333333
2023,28,2023-09-09,"6","F",71,NA,NA,NA,NA,NA,"52",5,1900,"Upper",NA,6472,2.9,252,0.344827586206897
2023,29,2023-09-09,"6","F",69,NA,NA,NA,NA,NA,"52",5,1200,"Upper",NA,5198.9,3,252,0.333333333333333
2023,30,2023-09-09,"9","F",69,NA,NA,NA,NA,NA,"52",5,1000,"Upper",NA,2828.1,2.6,252,0.384615384615385
2023,31,2023-09-11,"3","F",71,NA,NA,NA,NA,NA,"52",5,1100,"Upper",NA,0,NA,254,NA
2023,32,2023-09-11,"6","F",77,NA,NA,NA,NA,NA,"51",5,2000,"Upper",NA,6892.7,3,254,0.333333333333333
2023,33,2023-09-11,"6","F",84,NA,NA,NA,NA,NA,NA,NA,1700,"Upper",NA,5389.3,2.6,254,0.384615384615385
2023,34,2023-09-11,"6","F",72,NA,NA,NA,NA,NA,"52",5,2200,"Upper",NA,7075.7,2.97,254,0.336700336700337
2023,35,2023-09-11,"9","F",76,NA,NA,NA,NA,NA,"52",5,2400,"Upper",NA,8403.7,3.12,254,0.32051282051282
2024,1,2024-09-02,"3","F",72,NA,NA,"N",NA,NA,"62",6,2000,"Upper",NA,5643.48,2.44,246,0.409836065573771
2024,2,2024-09-02,"10","F",82,NA,NA,"N",NA,"Lots of eggs on skeine, may not fertilize, not ripe enough","62",6,1200,"Upper","Fish taken too early, expect high mortality",1849.37,2.55,246,0.392156862745098
2024,3,2024-09-04,"3","F",68,NA,NA,"N",NA,NA,"52",5,1600,"Upper",NA,8409.7,4.31,248,0.232018561484919
2024,4,2024-09-04,"3","F",69,NA,NA,"N",NA,NA,"52",5,1900,"Upper",NA,5765.3,2.77,248,0.36101083032491
2024,5,2024-09-04,"3","F",76,NA,NA,"N",NA,NA,NA,NA,1300,"Upper",NA,3961,2.72,248,0.367647058823529
2024,6,2024-09-04,"6","F",77,NA,NA,"N",NA,NA,"3M",NA,2600,"Upper",NA,6927.5,2.4775,248,0.403632694248234
2024,7,2024-09-04,"9","F",77,NA,NA,"N",NA,NA,"52",5,2300,"Upper",NA,7158.2,2.675,248,0.373831775700935
2024,8,2024-09-05,"24","F",73,NA,NA,"N",NA,NA,"4M",NA,1600,"Lower",NA,3834.49,2.165,249,0.46189376443418
2024,9,2024-09-06,"3","F",74,NA,NA,"N",NA,NA,"52",5,2200,"Upper",NA,6170.16,2.375,250,0.421052631578947
2024,10,2024-09-06,"3","F",78,NA,NA,"N",NA,NA,"62",6,1100,"Upper",NA,3518.7,2.24,250,0.446428571428571
2024,11,2024-09-06,"6","F",72,NA,NA,"N",NA,NA,"52",5,2100,"Upper",NA,6087,2.585,250,0.386847195357834
2024,12,2024-09-06,"6","F",79,NA,NA,"N",NA,NA,"4M",NA,2500,"Upper",NA,6918.17,2.3375,250,0.427807486631016
2024,13,2024-09-06,"6","F",72,NA,NA,"N",NA,NA,"52",5,1500,"Upper",NA,5726.82,2.87,250,0.348432055749129
2024,14,2024-09-06,"6","F",75,NA,NA,"N",NA,NA,"3M",NA,1600,"Upper",NA,4575.98,2.62,250,0.381679389312977
2024,15,2024-09-06,"9","F",77,NA,NA,"N",NA,NA,"4M",NA,2100,"Upper",NA,6827,2.77,250,0.36101083032491
2024,16,2024-09-06,"9","F",78,NA,NA,"N",NA,NA,"62",6,2100,"Upper",NA,5179.5,2.165,250,0.46189376443418
2024,17,2024-09-07,"24","F",85,NA,NA,"N",NA,NA,"52",5,2800,"Lower",NA,8170.3,2.27,251,0.440528634361233
2024,18,2024-09-07,"29","F",73,NA,NA,"N",NA,NA,"51",5,1800,"Lower",NA,6595.7,2.95,251,0.338983050847458
2024,19,2024-09-09,"3","F",74,NA,NA,"N",NA,NA,"52",5,1800,"Upper",NA,6779.9,2.98,253,0.335570469798658
2024,20,2024-09-09,"3","F",73,NA,NA,"N",NA,NA,"51",5,1400,"Upper",NA,3524,2.67,253,0.374531835205993
2024,21,2024-09-09,"3","F",79,NA,NA,"N",NA,"Bloody ovarian fluid, dry kidney","4M",NA,1000,"Upper",NA,2480,2.125,253,0.470588235294118
2024,22,2024-09-09,"6","F",66,"3428","R","N",NA,"3428 (F) recap - used for brood","52",5,1300,"Upper",NA,4721,3.225,253,0.310077519379845
2024,23,2024-09-09,"6","F",86,NA,NA,"N",NA,NA,"4M",NA,200,"Upper",NA,988,3.03,253,0.33003300330033
2024,24,2024-09-09,"6","F",72,NA,NA,"N",NA,NA,"52",5,1500,"Upper","Lots of marbles",4820,2.73,253,0.366300366300366
2024,25,2024-09-09,"6","F",72,NA,NA,"N",NA,NA,"51",5,500,"Upper",NA,2041,2.91,253,0.343642611683849
2024,26,2024-09-09,"6","F",94,NA,NA,"N",NA,NA,"62",6,4500,"Upper",NA,10038,1.83666666666667,253,0.544464609800363
2024,27,2024-09-10,"3","F",76,NA,NA,"N",NA,NA,"4M",NA,2300,"Upper",NA,7358,2.3925,254,0.417972831765935
2024,28,2024-09-10,"6","F",73,NA,NA,"N",NA,NA,"52",5,2200,"Upper",NA,7863.17,2.9325,254,0.341005967604433
2024,29,2024-09-10,"6","F",71,NA,NA,"N",NA,NA,"52",5,2200,"Upper",NA,8476.79,3.0625,254,0.326530612244898
2024,30,2024-09-10,"3","F",75,NA,NA,"N",NA,NA,"3M",NA,1600,"Upper",NA,4153,2.26,254,0.442477876106195
2024,31,2024-09-12,"3","F",82,NA,NA,"N",NA,NA,"52",5,1700,"Upper",NA,5826,2.73,256,0.366300366300366
2024,32,2024-09-12,"6","F",70,NA,NA,"N",NA,NA,"52",5,900,"Upper",NA,3572,2.895,256,0.345423143350604
2024,33,2024-09-14,"3","F",76,NA,NA,"N",NA,NA,"52",5,1600,"Upper",NA,4904,2.47,258,0.404858299595142
2024,34,2024-09-14,"6","F",72,NA,NA,"N",NA,NA,"52",5,2000,"Upper",NA,7450,3.295,258,0.303490136570561
2024,35,2024-09-14,"6","F",72,NA,NA,"N",NA,NA,"52",5,1300,"Upper",NA,4611,3.325,258,0.300751879699248
2024,36,2024-09-14,"6","F",70,NA,NA,"N",NA,NA,"3M",NA,1800,"Upper",NA,0,NA,258,NA
2024,37,2024-09-14,"6","F",81,NA,NA,"N",NA,NA,"51",5,2100,"Upper",NA,5573,2.44,258,0.409836065573771
2025,1,2025-09-03,"3","F",75,NA,NA,"N",NA,NA,"52",5,1800,"Upper",NA,5815.02933441399,2.55498505392494,246,0.391391722023505
2025,2,2025-09-05,"3","F",85,NA,NA,"N",NA,NA,"62",6,2800,"Upper",NA,7544.78913927162,1.92679880470344,248,0.518995547204481
2025,3,2025-09-05,"6","F",72,NA,NA,"N",NA,NA,"52",5,1300,"Upper",NA,3507.18625152247,2.30106682218705,248,0.434581034482759
2025,4,2025-09-05,"6","F",76,NA,NA,"N",NA,NA,NA,NA,1300,"Upper",NA,3641.5157594195,2.30842546255358,248,0.433195706866705
2025,5,2025-09-05,"6","F",73,NA,NA,"N",NA,NA,"52",5,1900,"Upper",NA,5445.50475619292,2.46578046354851,248,0.405551108374384
2025,6,2025-09-05,"11","F",75,NA,NA,"N",NA,NA,"52",5,1700,"Upper",NA,5190.56455682244,2.42323207253044,248,0.412671989338503
2025,7,2025-09-06,"3","F",71,NA,NA,"N",NA,NA,NA,NA,1300,"Upper",NA,3121,2.09693800896516,249,0.476885819096531
2025,8,2025-09-06,"6","F",75,NA,NA,"N",NA,NA,NA,NA,1600,"Upper",NA,5114.80447569087,2.44498792122165,249,0.408999975550122
2025,9,2025-09-06,"12","F",71,NA,NA,"N",NA,NA,"3M",NA,1600,"Upper",NA,6076.01781439537,2.43568004323243,249,0.410562956648807
2025,10,2025-09-06,"9","F",71,NA,NA,"N",NA,NA,"3M",NA,2300,"Upper",NA,6939.59690287877,2.33979905206982,249,0.427387129298725
2025,11,2025-09-08,"3","F",82,NA,NA,"N",NA,NA,"4M",NA,2800,"Upper",NA,6727,2.06148471020773,251,0.485087274743471
2025,12,2025-09-08,"3","F",72,NA,NA,"N",NA,NA,"52",5,1300,"Upper",NA,3136.39414467653,1.87268156185849,251,0.533993616622988
2025,13,2025-09-08,"3","F",74,NA,NA,"N",NA,NA,"52",5,1200,"Upper",NA,3128.77952097931,2.11455203416329,251,0.472913403805497
2025,14,2025-09-08,"9","F",75,NA,NA,"N",NA,NA,"3M",NA,2200,"Upper",NA,6668,2.70279825817071,251,0.369986918918919
2025,15,2025-09-08,"9","F",73,NA,NA,"N",NA,NA,"52",5,1100,"Upper",NA,4191.35224984471,2.53572251315362,251,0.394364917617237
2025,16,2025-09-08,"6","F",77,NA,NA,"N",NA,NA,"52",5,1400,"Upper",NA,3882,2.44044853582603,251,0.409760740830998
2025,17,2025-09-08,"6","F",75,NA,NA,"N",NA,NA,"52",5,1000,"Upper",NA,2802.2740553811,2.30449252573337,251,0.433935015554787
2025,18,2025-09-08,"6","F",71,NA,NA,"N",NA,NA,"52",5,700,"Upper",NA,2096.75177119613,2.37536177719039,251,0.420988503562945
2025,19,2025-09-08,"6","F",68,NA,NA,"N",NA,NA,"52",5,1300,"Upper",NA,4422.54845959961,2.49128963516826,251,0.40139853105938
2025,20,2025-09-09,"24","F",83,NA,NA,"N",NA,NA,"62",6,1000,"Lower",NA,0,NA,252,NA
2025,21,2025-09-10,"3","F",81,NA,NA,"N",NA,NA,"52",5,1400,"Upper",NA,3994.95428527065,2.07473415343789,253,0.481989462767061
2025,22,2025-09-10,"6","F",79,NA,NA,"N",NA,NA,"52",5,1100,"Upper",NA,3138.57012010036,2.3766510482169,253,0.42076012831175
2025,23,2025-09-10,"6","F",76,NA,NA,"N",NA,NA,"52",5,1300,"Upper",NA,3200.73962268414,2.03844063776777,253,0.490571067644662
2025,24,2025-09-10,"6","F",75,NA,NA,"N",NA,NA,NA,NA,1300,"Upper",NA,3379.8644718254,2.05306655727089,253,0.487076269621422
2025,25,2025-09-10,"6","F",77,NA,NA,"N",NA,NA,"52",5,1100,"Upper",NA,4255.66422944295,2.30787087966452,253,0.433299804079751
2025,26,2025-09-10,"12","F",76,NA,NA,"N",NA,NA,"62",6,2200,"Upper",NA,4515.07123703604,1.82670612022776,253,0.547433431643246
2025,27,2025-09-12,"3","F",76,NA,NA,"N",NA,NA,"52",5,1800,"Upper",NA,6023,2.59651393650119,255,0.385131766844087
2025,28,2025-09-12,"6","F",72,NA,NA,"N",NA,NA,"52",5,2400,"Upper",NA,7264.41183235685,2.33336731070794,255,0.428565187920029
2025,29,2025-09-12,"6","F",73,NA,NA,"N",NA,NA,"52",5,2100,"Upper",NA,5467.53090175245,2.12025631702869,255,0.471641089791159
2025,30,2025-09-12,"6","F",77,NA,NA,"N",NA,NA,"52",5,2100,"Upper",NA,6331.08888449555,2.5568949998091,255,0.391099360777295
2025,31,2025-09-12,"6","F",67,NA,NA,"N",NA,NA,"3M",NA,1100,"Upper",NA,4504.92845033918,2.83883774794341,255,0.352256834940442
2025,32,2025-09-12,"9","F",76,NA,NA,"N",NA,NA,"52",5,1800,"Upper",NA,5018.1452734294,2.32599344169334,255,0.429923826127383
2025,33,2025-09-12,"9","F",73,NA,NA,"N",NA,NA,"52",5,1100,"Upper",NA,3511.01280069614,2.45534490228939,255,0.407274757638974
2025,34,2025-09-12,"12","F",75,NA,NA,"N",NA,"Twisted skeine blood in one skeine - only took one skeine worth of eggs","52",5,700,"Upper",NA,2712.53330352413,2.47410286991648,255,0.404186912419594
2025,35,2025-09-13,"26","F",74,NA,NA,"N",NA,NA,"3M",NA,2300,"Lower",NA,6400.08213962636,2.49961636147114,256,0.400061391585488
2025,36,2025-09-15,"3","F",75,NA,NA,"N",NA,"Scale book # used out of order","3M",NA,2300,"Upper",NA,6241.30626710274,2.35536249700783,258,0.424563098576277
2025,37,2025-09-15,"6","F",65,NA,NA,"N",NA,NA,"41",4,1300,"Upper",NA,4870.98144153517,3.09622482004751,258,0.322973962848297
